,movie_id,title,tags
497,8491.0,Weekend at Bernie's,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets killed and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again. beach mission of murder boss bad boss house female corpse 코미디 범죄 "
498,8584.0,Shanghai Noon,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment. martial arts princess sioux travel rescue native american chinese cowboy duringcreditsstinger 19th century action hero good versus evil 모험 액션 코미디 서부 "
499,8619.0,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend. based on novel or book surgeon navy ship epic royal navy historical fiction period drama napoleonic wars naturalist frigate self surgery sea battle weevil high seas 19th century galapagos islands galapagos naval battle english navy 모험 드라마 전쟁 "
500,8656.0,Deep Impact,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century. usa president nasa metereologist space mission comet natural disaster tsunami astronomer astronaut tidal wave woman director disaster movie 드라마 액션 SF "
501,8676.0,Fool's Gold,"Treasure hunter Ben 'Finn' Finnegan has sunk both his trusty boat and his marriage to Tess in his obsessive quest to find the legendary 'Queen's Dowry' treasure. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss along on the hunt. But Finn is not the only one interested in the gold—his former mentor-turned-enemy will stop at nothing to beat him to it. helicopter cemetery boat mexican standoff sword cave shipwreck gangster yacht bahamas jet ski treasure hunt rivalry scuba diving underwater divorce heiress ex-husband ex-wife relationship henchmen 모험 코미디 로맨스 "
502,8688.0,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to. casino political activism boxer mission of murder police officer witness to murder boxing 스릴러 범죄 미스터리 "
503,8699.0,Anchorman: The Legend of Ron Burgundy,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station. journalism 1970s sexism ladder panda tv show in film mustache misogynist teleprompter gang warfare aftercreditsstinger duringcreditsstinger news spoof 코미디 "
504,8741.0,The Thin Red Line,"The story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. based on novel or book world war ii battle assignment invasion marine corps us army epic commander pacific rifle survival jungle infantry steel helmet sergeant pacific island soldier battle fighting guadalcanal pacific theater anti war awol 1940s philosophic conflict 드라마 역사 전쟁 "
505,8764.0,Top Secret!,"Popular and dashing American singer Nick Rivers travels to East Germany to perform in a music festival. When he loses his heart to the gorgeous Hillary Flammond, he finds himself caught up in an underground resistance movement. Rivers joins forces with Agent Cedric and Flammond to attempt the rescue of her father, Dr. Paul, from the Germans, who have captured the scientist in hopes of coercing him into building a new naval mine. spy rock 'n' roll bookshop beach prisoner liberation of prisoners airplane parachute surfing autoradio ballet spoof anarchic comedy 코미디 "
506,8810.0,Mad Max 2,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape. explosive boomerang mask exploitation pilot villain chase post-apocalyptic future dystopia deal feral child australia community ex-cop truck sequel oil wasteland gang rape motorcycle gang dog desolate oil refinery music box adventurer oil tanker wanderer action hero good versus evil 모험 액션 스릴러 SF "
507,8814.0,Doom,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious. martial arts monster fight teleportation superhuman creature special forces commando based on video game severed ear future war wisecrack humor action hero 공포 액션 SF "
508,8831.0,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past. martial arts time travel alternative reality 액션 스릴러 범죄 SF "
509,8835.0,Legally Blonde,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks. father murder blonde superficiality beauty salon law school murder chihuahua girl power toy dog blonde stereotype pink proving oneself murder confession 코미디 "
510,8838.0,Mercury Rising,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code. loss of loved one assassin autism fbi bangkok, thailand national security agency (nsa) undercover agent conspiracy child in peril asperger's syndrome 드라마 액션 스릴러 범죄 "
511,8840.0,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well. magic kingdom despot immortality village mythical creature forest army horror partner revenge knight dragon battle medieval dragonheart sword and sorcery 10th century good versus evil 모험 판타지 액션 "
512,8844.0,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures. giant insect board game jungle disappearance recluse stampede based on young adult novel 모험 판타지 가족 "
513,8845.0,Under Siege,"Disgruntled ex-CIA operative Strannix, his assistant Krill and their group of terrorists seize the battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback -- an error that could be fatal. martial arts terrorist war ship mercenary nuclear missile u.s. navy hostage-taking one against many battleship action hero good versus evil 액션 스릴러 "
514,8848.0,The Bank Job,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt. infidelity subway car dealer vault mannequin bahamas strip club wife offer photography london underground based on true story extortion police corruption double cross walkie talkie cult film railway station jackhammer political corruption bank heist cabinet officer 드라마 스릴러 범죄 "
515,8859.0,"Dude, Where's My Car?",Two stoners wake up after a night of partying and cannot remember where they parked their car. tattoo amnesia idiot girlfriend friendship stupidity cannabis hangover spoof drugs alcohol abuse celebration duringcreditsstinger child stoner movie 코미디 SF 
516,8860.0,Metro,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars. san francisco, california sniper liberation of hostage police hostage-taking persuasion revenge gunfight urban setting racial slur jewel thief hostage negotiator negotiation 모험 액션 코미디 스릴러 범죄 "
517,8867.0,The Punisher,"The avenging angel of Marvel Comics fame comes brilliantly to life in this searing action-adventure thriller! Dolph Lundgren stars as Frank Castle, a veteran cop who loses his entire family to a mafia car bomb. His ex-partner believes Castle survived the blast and became the Punisher, living in the sewers and exacting vigilante violence against mob bosses throughout the city. When the populace is caught in the midst of a gang war that he caused, Castle must again emerge from the shadows and save the innocent. loss of loved one showdown crime fighter gang war vigilante superhero based on comic revenge villainess organized crime mafia one man army police officer one against many action hero vigilante justice 액션 스릴러 "
518,8869.0,Eight Legged Freaks,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts. spider horror creature pick up wetting pants hockey mask barbershop perfume aunt nephew relationship straight razor forklift contamination animal horror 공포 액션 코미디 스릴러 "
519,8914.0,Deep Blue Sea,"Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives. shark attack creature scientist shark killer shark genetic engineering animal horror underwater facility 공포 액션 SF "
520,8953.0,Steamboy,"After receiving a package from his grandfather, Ray, a young inventor who lives in England during the mid-19th century, finds himself caught in the middle of a deadly conflict related to a revolutionary advance in steam power. england inventor ball industrial revolution kugel steampunk energy 19th century steam 판타지 애니메이션 SF "
521,8963.0,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so. submarine terrorist mutiny missile nuclear missile embassy u.s. navy battle for power military moral dilemma post cold war aircraft carrier chain of command launch code sonar 드라마 액션 스릴러 전쟁 "
522,8965.0,Atlantis: Milo's Return,Milo and Kida reunite with their friends to investigate strange occurances around the world that seem to have links to the secrets of Atlantis. submarine atlantis villain animal attack viking cartoon sequel steampunk native american adventurer norse mythology sea battle 1910s 판타지 애니메이션 액션 SF 가족 
523,8968.0,Boogeyman,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family? nightmare hallucination childhood trauma break-up hometown psychotherapy nightmare becomes reality 드라마 공포 스릴러 미스터리 "
524,8973.0,Lord of Illusions,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier. fanatic supernatural resurrection occult sect wizard 판타지 공포 "
525,8975.0,The Marine,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her. gangster wife change iraq war 액션 
526,8978.0,Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop. drug abuse mexican standoff junkie prison cell snowstorm transport of prisoners dying and death molotow cocktail new year's day remake deception survival shootout undercover cop police corruption brutality power outage detroit, michigan silencer urban setting machine gun night vision goggles exploding bus 드라마 액션 스릴러 범죄 "
527,8987.0,The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river. husband wife relationship river robber boston, massachusetts idaho bank robber marriage crisis hostage-taking rafting dysfunctional family criminal adventurer white water rafting rapids 모험 액션 스릴러 범죄 "
528,8998.0,Friends with Money,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends. midlife crisis marriage money maid divorce fashion woman director 드라마 코미디 로맨스 "
529,9007.0,Just Like Heaven,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive. coma based on novel or book workaholic flirt architect romantic comedy ghost landscape architect 판타지 드라마 코미디 로맨스 "
530,9013.0,Midnight Run,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia. road trip crooked lawyer buddy bail jumper mafia accountant stretch limousine manhattan, new york city southwestern u.s. bus station police surveillance 모험 액션 코미디 범죄 "
531,9021.0,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig. holiday christmas party home santa claus magic wish son sequel saving christmas christmas parent teacher romance 판타지 코미디 가족 "
532,9030.0,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people. sibling relationship blindness and impaired vision eye operation eyesight dying and death eye classical music sister eye specialist remake 드라마 공포 스릴러 "
533,9031.0,I'm for the Hippopotamus,"In Africa, Slim and Tom don't like it when a German tyrant starts selling all of the African wildlife to Canadian zoos. Slim and Tom must teach this guy a lesson by beating the hell out of him and his gang. africa love of animals cousin simbabwe poacher conflict animal 모험 액션 코미디 "
534,9032.0,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father. bachelor vomit syracuse university law school young boy politically incorrect wetting pants central park public urination child's point of view responsibility immaturity 드라마 코미디 "
535,9035.0,Slither,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters. small town mutant transformation meteor meat alien parasite slug bodily dismemberment aftercreditsstinger duringcreditsstinger 공포 코미디 SF "
536,9039.0,Trapped,"When their daughter is kidnapped by experienced nappers, the Jennings turn the tables on this seemingly foolproof plan. ransom hostage kidnapping telephone psychopath maniac 액션 스릴러 범죄 "
537,9042.0,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain. cave fall creature diver swimwear caving romania 모험 공포 액션 스릴러 "
538,9043.0,The Family Stone,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life. holiday christmas 드라마 코미디 로맨스 "
539,9056.0,Police Story,"Officer Chan Ka Kui manages to put a major Hong Kong drug dealer behind the bars practically alone, after a shooting and an impressive chase inside a slum. Now, he must protect the boss' secretary, Selina, who will testify against the gangster in court. martial arts kung fu undercover gangster chase fistfight sword fight murder car crash organized crime police chase hong kong action hero 액션 스릴러 범죄 "
540,9058.0,Only You,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else? venice, italy italy fortune teller soulmates cheating 코미디 로맨스 "
541,9064.0,Hellbound: Hellraiser II,"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned. seduction pain stepmother hell pinhead sequel betrayal mad doctor sexual imagery torture demon skin puzzle box labyrinth mattress british soldier ring of fire self mutilation cenobite mental hospital 공포 "
542,9086.0,Young Guns II,"Three of the original five ""young guns"" — Billy the Kid (Emilio Estevez), Jose Chavez y Chavez (Lou Diamond Phillips), and Doc Scurlock (Kiefer Sutherland) — return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett. prison mexico prostitute sheriff bounty hunter mexican standoff anti hero billy the kid outlaw sequel native american escape cowboy new mexico territory 1870s 모험 서부 "
543,9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar","Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common. transvestism new york city drag queen homophobia road trip travel woman director 코미디 "
544,9101.0,Down Periscope,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is! submarine u.s. navy misfit 코미디 "
545,9103.0,The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes. new york city bare knuckle boxing himalaya martial arts island thailand street artist muay thai kick boxing period drama underground fighting action hero 모험 액션 "
546,9208.0,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box. helicopter river captain underground mexican standoff countdown pilot fistfight canyon major betrayal gunfight train explosion park ranger desert military nuclear device boxing stealth aircraft abandoned mine action hero humvee good versus evil 액션 "
547,9255.0,Hot Shots! Part Deux,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm. swordplay secret agent liberation of hostage saddam hussein parody rescue iraq war near east 액션 코미디 전쟁 "
548,9257.0,S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize. liberation transport of prisoners special unit los angeles, california 액션 스릴러 범죄 "
549,9264.0,Poison Ivy,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family. suicide rape manipulation pretended suicide father sociopath teenage girl older man younger woman relationship rebellious youth obsessive love woman director erotic thriller sex with a minor bad influence 드라마 스릴러 
550,9268.0,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's. suicide ambush showdown hostage traitor new identity hitman witness witness protection arms dealer deception betrayal treason conspiracy u.s. marshal gunfight train explosion sabotage corporate crime rogue agent assassination attempt x-ray vision railgun 드라마 액션 스릴러 미스터리 "
551,9271.0,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him. artificial intelligence android nanotechnology hologram computer program virtual reality ex-cop visual effect serial killer cyberpunk los angeles, california police training good versus evil 액션 스릴러 범죄 SF "
552,9276.0,The Faculty,"When some very creepy things start happening around school, the kids at Herrington High make a chilling discovery that confirms their worst suspicions: their teachers really are from another planet! high school alien teacher drugs alien infection parasite body snatchers alien parasites parasites 공포 SF "
553,9279.0,Jingle All the Way,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure. holiday husband wife relationship minnesota christmas party santa claus puppet shopping mall christmas father son relationship 모험 코미디 가족 "
554,9280.0,Femme Fatale,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her. paris, france france adultery blackmail sexual frustration paranoia new identity paparazzi seduction lesbian relationship flashback mistaken identity attempted rape sexual desire voyeurism voyeur alternate timeline cannes 스릴러 범죄 로맨스 "
555,9282.0,11:14,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit. alcohol robbery gun ambulance vandalism chase arrest police cop murder crash connected 드라마 스릴러 범죄 미스터리 
556,9285.0,Road Trip,"From the director of the Hangover trilogy and Joker, Road Trip is a raunchy college comedy classic.  After an Ithaca college student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade porn tape to his girlfriend. In a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.  Featuring a talented cast that includes Breckin Meyer, Rachel Blanchard, Seann William Scott, Amy Smart, Fred Ward, Tom Green, Anthony Rapp, Andy Dick, and Ethan Suplee. college sexism sperm bank politics blonde road trip crude humor sorority politically incorrect university cross country stoner sperm donor school bus losing money male virgin dorm room sex comedy sex tape young adult 모험 코미디 "
557,9290.0,Crocodile Dundee in Los Angeles,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent crocodile traffic jam los angeles, california stolen painting adventurer 모험 코미디 "
558,9292.0,Hudson Hawk,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy. rome, italy vatican blackmail leonardo da vinci gangster painting master thief conspiracy absurd humor 모험 액션 코미디 "
559,9293.0,John Tucker Must Die,"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation. high school basketball revenge falling in love teenage boy woman director school life cheater 코미디 로맨스 "
560,9314.0,Nineteen Eighty-Four,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love. based on novel or book fascism totalitarian regime dystopia anarchist brainwashing orwellian 드라마 스릴러 SF 
561,9315.0,Flightplan,"Flying at 40,000 feet in a state-of-the art aircraft that she helped design, Kyle Pratt's 6-year-old daughter Julia vanishes without a trace. Or did she? No one on the plane believes Julia was ever onboard. And now Kyle, desperate and alone, can only count on her own wits to unravel the mystery and save her daughter. berlin, germany loss of loved one airplane baby-snatching missing child missing daughter 드라마 스릴러 미스터리 "
562,9319.0,The Last Boy Scout,"When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team. bomb corruption assassin sniper anti hero cocaine senator strip club cynicism puppet swimming pool dysfunctional marriage los angeles, california police detective buddy alcoholic private detective bribery frame up exotic dancer child kidnapping 액션 스릴러 "
563,9322.0,La Femme Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government. venice, italy secret identity shotgun undercover agent special unit secret government organization romance hitwoman female assassin government assassin 액션 스릴러 "
564,9326.0,Romancing the Stone,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle. riddle treasure hero map alligator crocodile airplane smuggling (contraband) treasure hunt betrayal marijuana jungle author central america drug lord south america double cross archaeologist novelist jewel opposites attract archeology 모험 액션 코미디 로맨스 "
565,9335.0,Transporter 2,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers. martial arts war on drugs kidnapping bodyguard baby-snatching police money police chase gunfight virus action hero 액션 스릴러 범죄 "
566,9341.0,The Core,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core. saving the world natural disaster magnetic field survival disaster golden gate bridge scientist crash landing center of the earth disaster movie environmental disaster 모험 액션 스릴러 SF "
567,9342.0,The Mask of Zorro,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter. california spy hero horseback riding epic vigilante superhero sword fight revenge swashbuckler action hero zorro vigilante justice 모험 액션 "
568,9349.0,Universal Soldier,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past. vietnam barrage revitalization reporter soldier 액션 스릴러 범죄 SF "
569,9350.0,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money. mountain rocky mountains airplane hijacking suitcase climbing heist money snow mountain climbing 모험 액션 스릴러 "
570,9354.0,"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them. inventor ant shrinking giant insect neighbor 모험 코미디 SF 가족 
571,9356.0,Look Who's Talking Too,"Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time. sibling relationship baby pregnancy family woman director 코미디 로맨스 "
572,9357.0,One Hour Photo,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!"" hotel room cheating supermarket penalty knife birthday party photography stalker photo lab voyeurism unfaithful husband 드라마 스릴러 "
573,9359.0,Maverick,"Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game. poker mississippi river saloon ship native american on the run steamboat attempted robbery 모험 드라마 액션 코미디 서부 "
574,9366.0,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one. new york city florida 1970s undercover gangster based on true story mafia mobster dirty cop informant surveillance card playing stealing money marriage counselor drug deal fbi agent brutal violence 드라마 스릴러 범죄 
575,9377.0,Ferris Bueller's Day Off,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister. chicago, illinois independence high school coming of age breaking the fourth wall teen movie fantasy sequence car theft skipping school aftercreditsstinger duringcreditsstinger truancy day in a life 1980s teenager 코미디 "
576,9383.0,Hollow Man,"Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is: no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results. killing experiment villain slasher scientist survival horror invisible person voyeurism invisibility 액션 스릴러 SF "
577,9385.0,The Twelve Tasks of Asterix,"Asterix and Obelix depart on an adventure to complete twelve impossible tasks to prove to Caesar that they are as strong as the Gods. You'll roar with laughter as they outwit, outrun, and generally outrage the very people who are trying to prove them ""only human"". rome, italy gladiator roman empire mythology magic roman ancient rome village cartoon based on comic alternate history historical fiction 1st century celts centurions 모험 애니메이션 코미디 가족 "
